height,weight,age,isManOfTheMatch,isActive,playedPositions,playedPositionsShort,teamRegionName,regionCode,tournamentShortName,apps,subOn,manOfTheMatch,goal,assistTotal,shotsPerGame,aerialWonPerGame,name,firstName,lastName,playerId,positionText,teamId,teamName,seasonId,seasonName,isOpta,tournamentId,tournamentRegionId,tournamentRegionCode,tournamentRegionName,tournamentName,rating,minsPlayed,yellowCard,redCard,passSuccess,ranking
191,83,25,False,True,-DR-MR-,"D(R),M(R)",Italy,se,ISA,5,0,1,1,4,0.4,1.4,Emil Holm,Emil,Holm,418579,Defender,71,Bologna,10732,2025/2026,True,5,108,it,Italy,Serie A,7.4300000000000015,434,0.0,1.0,79.53216374269006,16
180,75,27,False,True,-DL-ML-MR-,"D(L),M(LR)",Germany,de,GB,12,0,3,1,1,1.1666666666666667,0.3333333333333333,David Raum,David,Raum,330538,Defender,7614,RBL,10720,2025/2026,True,3,81,de,Germany,Bundesliga,7.422499999999999,1080,2.0,0.0,79.13043478260869,17
176,73,25,False,True,-AML-FW-,"AM(L),FW",Spain,br,SLL,13,3,3,5,4,2.6153846153846154,0.0,Vinícius Júnior,Vinícius José,Paixão de Oliveira Júnior,337782,Forward,52,Real Madrid,10803,2025/2026,True,4,206,es,Spain,LaLiga,7.400769230769232,902,2.0,0.0,82.0754716981132,18
175,75,28,False,True,-DC-DL-ML-,"D(CL),M(L)",Italy,it,ISA,12,3,3,2,4,1.5833333333333333,0.08333333333333333,Federico Dimarco,Federico,Dimarco,255929,Defender,75,Inter,10732,2025/2026,True,5,108,it,Italy,Serie A,7.395833333333333,867,1.0,0.0,81.23393316195373,19
180,75,23,False,False,-MC-ML-MR-,M(CLR),France,fr,FL1,3,3,1,1,2,0.6666666666666666,0.0,Dilane Bakwa,Dilane,Bakwa,402130,Forward,148,Strasbourg,10792,2025/2026,True,22,74,fr,France,Ligue 1,7.3933333333333335,105,0.0,0.0,88.09523809523809,20
180,72,26,False,True,-ML-MR-,M(LR),Italy,be,ISA,12,0,1,2,1,1.5,0.4166666666666667,Alexis Saelemaekers,Alexis,Saelemaekers,365308,Forward,80,AC Milan,10732,2025/2026,True,5,108,it,Italy,Serie A,7.390833333333333,1043,1.0,0.0,83.77281947261663,21
176,73,22,False,True,-AMC-AML-,AM(CL),Spain,es,SLL,9,3,1,4,2,2.4444444444444446,0.6666666666666666,Fermín López,Fermín,López,463838,Midfielder,65,Barcelona,10803,2025/2026,True,4,206,es,Spain,LaLiga,7.367777777777778,550,1.0,0.0,86.31178707224335,22
177,73,27,False,True,-FW-MC-ML-MR-,"M(CLR),FW",Italy,us,ISA,8,3,2,5,2,1.5,0.25,Christian Pulisic,Christian,Pulisic,302692,Midfielder,80,AC Milan,10732,2025/2026,True,5,108,it,Italy,Serie A,7.3500000000000005,422,0.0,0.0,87.57396449704143,23
191,86,25,False,True,-DC-,D(C),Germany,de,GB,7,0,1,0,1,1.1428571428571428,1.8571428571428572,Nico Schlotterbeck,Nico,Schlotterbeck,371275,Defender,44,Borussia Dortmund,10720,2025/2026,True,3,81,de,Germany,Bundesliga,7.348571428571428,630,1.0,0.0,88.65546218487394,24
188,84,26,False,True,-DC-DMC-,"D(C),DMC",England,gb-eng,EPL,12,1,2,2,3,1.0833333333333333,1.3333333333333333,Declan Rice,Declan,Rice,332325,Midfielder,13,Arsenal,10743,2025/2026,True,2,252,gb-eng,England,Premier League,7.3450000000000015,986,1.0,0.0,90.11299435028248,25
174,66,21,False,True,-DMC-DR-,"D(R),DMC",France,pt,FL1,7,2,1,5,0,1.8571428571428572,1.1428571428571428,João Neves,João Pedro,Gonçalves Neves,465388,Midfielder,304,PSG,10792,2025/2026,True,22,74,fr,France,Ligue 1,7.340000000000001,466,0.0,0.0,94.39024390243902,26
186,76,29,False,False,-DC-DL-DR-MR-,"D(CLR),M(R)",Italy,fr,ISA,1,0,0,0,0,1.0,0.0,Benjamin Pavard,Benjamin,Pavard,259648,Defender,75,Inter,10732,2025/2026,True,5,108,it,Italy,Serie A,7.34,90,0.0,0.0,95.23809523809523,27
192,86,27,False,True,-DC-,D(C),Germany,de,GB,5,0,1,0,0,1.2,4.2,Amos Pieper,Amos,Pieper,368176,Defender,42,Werder Bremen,10720,2025/2026,True,3,81,de,Germany,Bundesliga,7.336,450,2.0,0.0,86.7816091954023,28
178,76,31,False,True,-FW-MC-ML-MR-,"M(CLR),FW",Italy,tr,ISA,10,0,3,5,1,2.8,0.5,Hakan Çalhanoglu,Hakan,Çalhanoglu,110373,Midfielder,75,Inter,10732,2025/2026,True,5,108,it,Italy,Serie A,7.334999999999999,778,2.0,0.0,90.4692082111437,29
179,73,27,False,True,-MC-ML-MR-,M(CLR),France,no,FL1,12,0,1,3,2,1.4166666666666667,0.25,Aron Dønnum,Aron,Dønnum,339671,Midfielder,246,Toulouse,10792,2025/2026,True,22,74,fr,France,Ligue 1,7.3275,1080,5.0,0.0,80.0982800982801,30
173,66,23,False,True,-MC-ML-MR-,M(CLR),England,be,EPL,12,4,2,1,3,0.75,0.25,Jérémy Doku,Jérémy,Doku,388098,Forward,167,Man City,10743,2025/2026,True,2,252,gb-eng,England,Premier League,7.321666666666666,699,0.0,0.0,84.64566929133859,31
185,71,30,False,True,-GK-,GK,Spain,es,SLL,13,0,4,0,0,0.0,0.3076923076923077,Aarón Escandell,Aarón,Escandell,141073,Goalkeeper,61,Real Oviedo,10803,2025/2026,True,4,206,es,Spain,LaLiga,7.318461538461539,1170,1.0,0.0,69.31818181818183,32
177,75,30,False,True,-DC-DMC-DR-MR-,"D(CR),DMC,M(R)",Germany,de,GB,10,2,1,1,2,1.0,0.2,Joshua Kimmich,Joshua,Kimmich,283323,Midfielder,37,Bayern,10720,2025/2026,True,3,81,de,Germany,Bundesliga,7.318,777,3.0,0.0,92.89871944121072,33
186,75,22,False,True,-FW-MC-ML-MR-,"M(CLR),FW",Spain,gb-eng,SLL,9,3,1,3,2,2.2222222222222223,1.0,Jude Bellingham,Jude,Bellingham,379868,Midfielder,52,Real Madrid,10803,2025/2026,True,4,206,es,Spain,LaLiga,7.313333333333334,562,0.0,0.0,87.93650793650794,34
180,71,28,False,True,-DL-MC-ML-,"D(L),M(CL)",Germany,de,GB,10,1,0,2,2,1.2,0.9,Maximilian Mittelstädt,Maximilian,Mittelstädt,261020,Defender,41,Stuttgart,10720,2025/2026,True,3,81,de,Germany,Bundesliga,7.313,749,2.0,0.0,86.652977412731,35
169,60,27,False,True,-AMC-AMR-FW-,"AM(CR),FW",France,fr,FL1,13,0,3,5,4,2.076923076923077,0.15384615384615385,Ilan Kebbal,Ilan,Kebbal,422186,Midfielder,2832,Paris FC,10792,2025/2026,True,22,74,fr,France,Ligue 1,7.312307692307693,1140,2.0,0.0,86.61087866108787,36
186,80,33,False,True,-DL-MC-,"D(L),M(C)",England,ch,EPL,12,0,1,1,3,0.5833333333333334,2.3333333333333335,Granit Xhaka,Granit,Xhaka,89401,Midfielder,16,Sunderland,10743,2025/2026,True,2,252,gb-eng,England,Premier League,7.305833333333332,1080,4.0,0.0,83.64779874213836,37
187,84,28,False,True,-DC-DR-MR-,"D(CR),M(R)",England,fr,EPL,10,0,2,1,1,0.7,3.9,Nordi Mukiele,Nordi,Mukiele,299077,Defender,16,Sunderland,10743,2025/2026,True,2,252,gb-eng,England,Premier League,7.302999999999999,900,1.0,0.0,79.3103448275862,38
178,73,24,False,True,-DMC-DR-,"D(R),DMC",England,ec,EPL,11,1,3,3,1,0.9090909090909091,0.36363636363636365,Moisés Caicedo,Moisés,Caicedo,410175,Midfielder,15,Chelsea,10743,2025/2026,True,2,252,gb-eng,England,Premier League,7.29909090909091,945,2.0,0.0,90.67930489731437,39
190,78,27,False,True,-DC-,D(C),England,br,EPL,11,0,2,1,2,0.7272727272727273,3.4545454545454546,Gabriel Magalhães,Gabriel,dos Santos Magalhães,334087,Defender,13,Arsenal,10743,2025/2026,True,2,252,gb-eng,England,Premier League,7.299090909090908,990,1.0,0.0,89.95695839311334,40
180,79,23,False,True,-AMC-AML-AMR-FW-,"AM(CLR),FW",Italy,it,ISA,6,0,2,3,0,1.8333333333333333,2.0,Matteo Cancellieri,Matteo,Cancellieri,404497,Forward,77,Lazio,10732,2025/2026,True,5,108,it,Italy,Serie A,7.293333333333333,413,0.0,0.0,75.63025210084034,41
176,67,20,False,True,-AMC-AMR-,AM(CR),Spain,tr,SLL,13,2,1,3,5,1.7692307692307692,0.3076923076923077,Arda Güler,Arda,Güler,415181,Midfielder,52,Real Madrid,10803,2025/2026,True,4,206,es,Spain,LaLiga,7.29076923076923,857,1.0,0.0,90.07352941176471,42
172,70,27,False,True,-FW-MC-ML-MR-,"M(CLR),FW",Germany,jp,GB,11,0,2,3,4,1.8181818181818181,0.8181818181818182,Ritsu Doan,Ritsu,Doan,343435,Midfielder,45,Eintracht Frankfurt,10720,2025/2026,True,3,81,de,Germany,Bundesliga,7.285454545454545,899,1.0,0.0,79.94186046511628,43
196,88,26,False,True,-GK-,GK,Italy,it,ISA,2,0,0,0,0,0.0,0.5,Federico Ravaglia,Federico,Ravaglia,326482,Goalkeeper,71,Bologna,10732,2025/2026,True,5,108,it,Italy,Serie A,7.285,180,0.0,0.0,70.83333333333334,44
193,86,23,False,True,-GK-,GK,Germany,ee,GB,2,0,0,0,0,0.0,1.0,Karl Hein,Karl,Hein,399501,Goalkeeper,42,Werder Bremen,10720,2025/2026,True,3,81,de,Germany,Bundesliga,7.28,180,0.0,0.0,75.45454545454545,45
186,67,20,False,True,-AMC-FW-,"AM(C),FW",Germany,,GB,9,0,0,5,3,2.4444444444444446,0.3333333333333333,Can Uzun,Can,Uzun,467776,Midfielder,45,Eintracht Frankfurt,10720,2025/2026,True,3,81,de,Germany,Bundesliga,7.275555555555554,594,2.0,0.0,83.21917808219177,46
191,82,26,False,True,-DC-,D(C),France,br,FL1,4,0,1,0,0,0.75,2.5,Alexsandro Ribeiro,Alexsandro Victor,de Souza Ribeiro,438897,Defender,607,Lille,10792,2025/2026,True,22,74,fr,France,Ligue 1,7.275,317,0.0,0.0,89.6057347670251,47
177,73,23,False,True,-AML-,AM(L),Spain,ma,SLL,9,2,0,3,2,2.4444444444444446,1.0,Abde Ezzalzouli,Abde,Ezzalzouli,427283,Forward,54,Real Betis,10803,2025/2026,True,4,206,es,Spain,LaLiga,7.272222222222221,603,1.0,0.0,83.26530612244898,48
186,76,28,False,True,-DC-DMC-DR-,"D(CR),DMC",England,gb-eng,EPL,1,0,0,0,0,1.0,2.0,Ben White,Ben,White,322036,Defender,13,Arsenal,10743,2025/2026,True,2,252,gb-eng,England,Premier League,7.27,71,0.0,0.0,80.95238095238095,49
172,64,25,False,True,-MC-,M(C),France,pt,FL1,12,2,2,1,6,1.75,0.0,Vitinha,Vítor,Machado Ferreira,384887,Midfielder,304,PSG,10792,2025/2026,True,22,74,fr,France,Ligue 1,7.267499999999999,859,0.0,0.0,94.16466826538769,50
178,73,27,False,True,-AMC-AML-AMR-,AM(CLR),England,gb-eng,EPL,10,2,1,4,2,2.5,0.5,Eberechi Eze,Eberechi,Eze,332403,Midfielder,13,Arsenal,10743,2025/2026,True,2,252,gb-eng,England,Premier League,7.264,713,0.0,0.0,85.65891472868216,51
186,80,29,False,True,-GK-,GK,France,bf,FL1,13,0,4,0,0,0.0,0.23076923076923078,Hervé Koffi,Hervé,Koffi,332870,Goalkeeper,614,Angers,10792,2025/2026,True,22,74,fr,France,Ligue 1,7.262307692307691,1170,0.0,0.0,65.53524804177546,52
178,72,24,False,True,-DL-MC-ML-MR-,"D(L),M(CLR)",England,gb-eng,EPL,10,1,2,3,0,2.0,0.6,Bukayo Saka,Bukayo,Saka,367185,Forward,13,Arsenal,10743,2025/2026,True,2,252,gb-eng,England,Premier League,7.257000000000001,774,0.0,0.0,78.14814814814814,53
170,71,25,False,True,-AMC-AML-AMR-FW-,"AM(CLR),FW",Spain,ar,SLL,13,0,4,7,2,2.3846153846153846,0.23076923076923078,Julián Alvarez,Julián,Alvarez,365409,Forward,63,Atletico,10803,2025/2026,True,4,206,es,Spain,LaLiga,7.254615384615386,1006,2.0,0.0,85.38681948424069,54
193,86,18,False,True,-DC-,D(C),Germany,hr,GB,9,0,2,1,0,0.6666666666666666,6.111111111111111,Luka Vuskovic,Luka,Vuskovic,533010,Defender,38,Hamburg,10720,2025/2026,True,3,81,de,Germany,Bundesliga,7.2522222222222235,810,2.0,0.0,86.45276292335116,55
188,80,23,False,True,-DC-DL-,D(CL),Spain,es,SLL,4,0,0,0,0,0.5,4.25,Kike Salas,Kike,Salas,431509,Defender,67,Sevilla,10803,2025/2026,True,4,206,es,Spain,LaLiga,7.2475000000000005,360,0.0,0.0,84.0531561461794,56
186,82,23,False,True,-FW-,FW,France,ar,FL1,13,1,3,9,0,2.3846153846153846,2.3846153846153846,Joaquín Panichelli,Joaquín,Panichelli,458728,Forward,148,Strasbourg,10792,2025/2026,True,22,74,fr,France,Ligue 1,7.245384615384614,1048,2.0,0.0,69.91525423728814,57
187,74,23,False,True,-DC-,D(C),France,gb-eng,FL1,13,0,2,3,1,1.6153846153846154,5.0,Charlie Cresswell,Charlie,Cresswell,400646,Defender,246,Toulouse,10792,2025/2026,True,22,74,fr,France,Ligue 1,7.244615384615385,1170,3.0,0.0,87.84194528875379,58
179,64,23,False,True,-MC-ML-MR-,M(CLR),Germany,pl,GB,11,0,1,5,1,2.1818181818181817,0.36363636363636365,Jakub Kaminski,Jakub,Kaminski,401352,Midfielder,282,FC Koln,10720,2025/2026,True,3,81,de,Germany,Bundesliga,7.243636363636364,990,0.0,0.0,82.16783216783216,59
181,76,25,False,True,-AMC-AMR-FW-,"AM(CR),FW",Germany,de,GB,10,2,3,8,0,2.4,0.8,Jonathan Burkardt,Jonathan,Burkardt,363037,Forward,45,Eintracht Frankfurt,10720,2025/2026,True,3,81,de,Germany,Bundesliga,7.242,685,1.0,0.0,74.16666666666667,60
176,72,28,False,True,-AMC-AML-AMR-FW-,"AM(CLR),FW",Spain,br,SLL,7,2,0,3,2,2.4285714285714284,0.14285714285714285,Raphinha,Raphael,Dias Belloli,300447,Forward,65,Barcelona,10803,2025/2026,True,4,206,es,Spain,LaLiga,7.241428571428572,394,2.0,0.0,82.26600985221675,61
175,72,31,False,True,-MC-ML-MR-,M(CLR),France,fr,FL1,13,0,3,1,4,1.1538461538461537,0.3076923076923077,Adrien Thomasson,Adrien,Thomasson,113747,Midfielder,309,Lens,10792,2025/2026,True,22,74,fr,France,Ligue 1,7.238461538461538,1164,5.0,0.0,82.22996515679442,62
174,68,23,False,True,-MC-ML-,M(CL),Spain,es,SLL,10,0,1,2,1,1.2,0.4,Pedri,Pedro,González López,402197,Midfielder,65,Barcelona,10803,2025/2026,True,4,206,es,Spain,LaLiga,7.237,850,0.0,1.0,91.26539753639418,63
170,66,21,False,True,-DL-MC-ML-,"D(L),M(CL)",France,ar,FL1,13,1,1,1,4,1.0,0.46153846153846156,Valentín Barco,Valentín,Barco,419341,Midfielder,148,Strasbourg,10792,2025/2026,True,22,74,fr,France,Ligue 1,7.236923076923077,1065,2.0,1.0,84.13897280966768,64
180,73,29,False,True,-DC-DMC-DR-MR-,"D(CR),DMC,M(R)",England,co,EPL,12,0,1,2,2,1.1666666666666667,2.3333333333333335,Daniel Muñoz,Daniel,Muñoz,400496,Defender,162,Crystal Palace,10743,2025/2026,True,2,252,gb-eng,England,Premier League,7.2316666666666665,1080,4.0,0.0,75.0,65
172,70,28,False,True,-DL-DR-MR-,"D(LR),M(R)",Spain,es,SLL,9,1,3,1,0,0.2222222222222222,1.5555555555555556,Pablo Maffeo,Pablo,Maffeo,294848,Defender,51,Mallorca,10803,2025/2026,True,4,206,es,Spain,LaLiga,7.231111111111111,752,3.0,0.0,74.32950191570882,66
182,80,25,False,True,-DC-,D(C),England,gb-eng,EPL,11,0,1,1,1,0.7272727272727273,2.5454545454545454,Marc Guéhi,Marc,Guéhi,374631,Defender,162,Crystal Palace,10743,2025/2026,True,2,252,gb-eng,England,Premier League,7.226363636363637,990,1.0,0.0,86.56195462478185,67
174,63,25,False,True,-AMR-,AM(R),Spain,br,SLL,9,0,2,4,1,3.5555555555555554,0.3333333333333333,Antony,Antony Matheus,dos Santos,364315,Forward,54,Real Betis,10803,2025/2026,True,4,206,es,Spain,LaLiga,7.225555555555555,771,1.0,1.0,82.59803921568627,68
178,70,27,False,True,-AMR-FW-,"AM(R),FW",Italy,ar,ISA,6,1,1,2,3,2.0,1.3333333333333333,Valentín Castellanos,Valentín,Castellanos,361406,Forward,77,Lazio,10732,2025/2026,True,5,108,it,Italy,Serie A,7.2250000000000005,430,2.0,0.0,65.51724137931035,69
172,66,40,False,True,-MC-,M(C),Italy,hr,ISA,12,0,2,1,2,0.6666666666666666,0.08333333333333333,Luka Modric,Luka,Modric,20874,Midfielder,80,AC Milan,10732,2025/2026,True,5,108,it,Italy,Serie A,7.218333333333333,1055,2.0,0.0,90.93167701863354,70
184,73,22,False,True,-DC-,D(C),Germany,fr,GB,11,0,1,1,0,0.45454545454545453,1.2727272727272727,Castello Lukeba,Castello,Lukeba,415172,Defender,7614,RBL,10720,2025/2026,True,3,81,de,Germany,Bundesliga,7.215454545454548,990,0.0,0.0,89.97289972899729,71
195,95,27,False,True,-DC-,D(C),Germany,de,GB,9,1,2,0,0,0.8888888888888888,4.666666666666667,Jeff Chabot,Jeff,Chabot,343317,Defender,41,Stuttgart,10720,2025/2026,True,3,81,de,Germany,Bundesliga,7.213333333333334,728,0.0,0.0,88.74801901743264,72
184,80,22,False,False,-DMC-,DMC,France,fr,FL1,2,0,0,0,0,0.5,1.5,Junior Mwanga,Junior,Mwanga,437775,Midfielder,148,Strasbourg,10792,2025/2026,True,22,74,fr,France,Ligue 1,7.21,180,0.0,0.0,90.83969465648855,73
194,82,31,False,True,-GK-,GK,Italy,it,ISA,12,0,1,0,0,0.0,0.3333333333333333,Ivan Provedel,Ivan,Provedel,118667,Goalkeeper,77,Lazio,10732,2025/2026,True,5,108,it,Italy,Serie A,7.206666666666667,1080,0.0,0.0,69.38775510204081,74
180,65,21,False,True,-AML-AMR-,AM(LR),England,gm,EPL,12,0,1,1,4,1.6666666666666667,0.8333333333333334,Yankuba Minteh,Yankuba,Minteh,484175,Forward,211,Brighton,10743,2025/2026,True,2,252,gb-eng,England,Premier League,7.204999999999999,1041,0.0,0.0,64.60905349794238,75
176,77,30,False,True,-AMC-AML-AMR-FW-,"AM(CLR),FW",Germany,de,GB,9,2,0,4,3,1.7777777777777777,0.0,Serge Gnabry,Serge,Gnabry,119501,Forward,37,Bayern,10720,2025/2026,True,3,81,de,Germany,Bundesliga,7.2011111111111115,510,1.0,0.0,88.43283582089553,76
190,83,27,False,True,-DC-,D(C),Germany,nl,GB,11,0,1,4,0,1.7272727272727273,4.363636363636363,Danilho Doekhi,Danilho,Doekhi,303076,Defender,796,Union Berlin,10720,2025/2026,True,3,81,de,Germany,Bundesliga,7.20090909090909,990,1.0,0.0,76.77053824362606,77
188,84,35,False,True,-GK-,GK,France,se,FL1,1,0,0,0,0,0.0,1.0,Karl-Johan Johnsson,Karl-Johan,Johnsson,43912,Goalkeeper,148,Strasbourg,10792,2025/2026,True,22,74,fr,France,Ligue 1,7.2,90,0.0,0.0,78.125,78
187,85,26,False,True,-DC-,D(C),England,gb-nir,EPL,10,3,1,2,0,1.2,4.3,Dan Ballard,Dan,Ballard,371761,Defender,16,Sunderland,10743,2025/2026,True,2,252,gb-eng,England,Premier League,7.191999999999998,671,1.0,0.0,82.33438485804416,79
174,76,33,False,True,-DC-DR-MR-,"D(CR),M(R)",Germany,cz,GB,11,0,1,1,4,0.8181818181818182,1.1818181818181819,Vladimír Coufal,Vladimír,Coufal,111372,Defender,1211,Hoffenheim,10720,2025/2026,True,3,81,de,Germany,Bundesliga,7.189999999999999,980,1.0,0.0,80.14705882352942,80
184,78,30,False,True,-MC-,M(C),Italy,cm,ISA,11,1,4,4,1,1.7272727272727273,2.727272727272727,Frank Anguissa,Frank,Anguissa,349561,Midfielder,276,Napoli,10732,2025/2026,True,5,108,it,Italy,Serie A,7.1890909090909085,932,1.0,0.0,84.6311475409836,81
190,75,26,False,True,-DC-,D(C),Italy,it,ISA,11,0,0,1,3,1.0,1.8181818181818181,Alessandro Bastoni,Alessandro,Bastoni,329665,Defender,75,Inter,10732,2025/2026,True,5,108,it,Italy,Serie A,7.180909090909092,956,1.0,0.0,88.95859473023839,82
188,77,28,False,True,-DC-,D(C),England,py,EPL,8,1,0,1,1,0.75,2.125,Omar Alderete,Omar,Alderete,344639,Defender,16,Sunderland,10743,2025/2026,True,2,252,gb-eng,England,Premier League,7.1800000000000015,667,1.0,0.0,84.61538461538461,83
196,83,25,False,True,-DC-,D(C),Italy,de,ISA,3,0,0,0,0,1.6666666666666667,4.0,Yann Bisseck,Yann,Bisseck,349126,Defender,75,Inter,10732,2025/2026,True,5,108,it,Italy,Serie A,7.18,270,1.0,0.0,94.14634146341463,84
190,75,26,False,True,-DC-DMC-DR-,"D(CR),DMC",England,gb-eng,EPL,11,0,2,2,0,0.9090909090909091,2.272727272727273,Trevoh Chalobah,Trevoh,Chalobah,353292,Defender,15,Chelsea,10743,2025/2026,True,2,252,gb-eng,England,Premier League,7.177272727272726,932,2.0,1.0,91.796875,85
185,79,25,False,True,-AML-AMR-FW-,"AM(LR),FW",England,gh,EPL,11,0,2,6,3,2.090909090909091,2.3636363636363638,Antoine Semenyo,Antoine,Semenyo,357073,Forward,183,Bournemouth,10743,2025/2026,True,2,252,gb-eng,England,Premier League,7.174545454545453,990,2.0,0.0,77.03180212014135,86
193,79,23,False,True,-AML-AMR-FW-,"AM(LR),FW",Germany,,GB,10,1,0,4,3,2.0,2.3,Rômulo,Rômulo José,Cardoso da Cruz,428330,Forward,7614,RBL,10720,2025/2026,True,3,81,de,Germany,Bundesliga,7.170999999999999,812,0.0,0.0,69.26605504587155,87
179,79,24,False,True,-DC-DL-DR-,D(CLR),England,nl,EPL,12,1,1,2,2,1.1666666666666667,1.0833333333333333,Jurriën Timber,Jurriën,Timber,388650,Defender,13,Arsenal,10743,2025/2026,True,2,252,gb-eng,England,Premier League,7.170833333333334,973,2.0,0.0,85.96112311015118,88
182,70,24,False,True,-AMC-AML-FW-,"AM(CL),FW",England,br,EPL,12,0,2,4,3,1.75,2.0,João Pedro,João Pedro,Junqueira de Jesus,373525,Forward,15,Chelsea,10743,2025/2026,True,2,252,gb-eng,England,Premier League,7.166666666666668,1010,1.0,0.0,80.06535947712419,89
186,78,27,False,True,-DC-DR-,D(CR),Spain,br,SLL,10,1,1,1,1,1.3,2.1,Éder Militão,Éder Gabriel,Militão Pinheiro,337879,Defender,52,Real Madrid,10803,2025/2026,True,4,206,es,Spain,LaLiga,7.162999999999999,811,2.0,0.0,89.98109640831758,90
